ZIP,Latitude,Longitude
84067,41.1787,-112.0406
84066,40.4073,-110.0773
84065,40.4728,-111.956
84063,40.1831,-109.719
84062,40.4652,-111.632
84060,40.6454,-111.5087
84059,40.2969,-111.6939
84058,40.288,-111.7542
84057,40.3125,-111.7105
84054,40.8391,-111.9154
84047,40.6092,-111.8879
84045,40.3222,-111.8907
84044,40.7098,-112.0844
84043,40.4056,-112.0312
84042,40.314,-111.743
84041,41.0733,-111.9925
84037,41.0204,-111.9494
84025,40.9843,-111.8649
84021,40.0699,-110.4751
84020,40.5001,-111.855
84018,41.1992,-111.4108
84017,40.9871,-111.3289
84014,40.9351,-111.9372
84010,40.8801,-111.8303
84009,40.5622,-111.9297
84003,40.3959,-111.7919
83864,48.3306,-116.5381
83861,47.2521,-116.5518
83854,47.7267,-116.9465
83851,47.2915,-116.9191
83843,46.7204,-116.9484
83815,47.7297,-116.781
83814,47.6168,-116.8851
83805,48.7524,-116.4817
83801,47.9673,-116.6771
83726,43.4551,-116.0533
83725,43.4551,-116.0535
83720,43.6163,-116.1994
83716,43.5475,-115.9427
83714,43.6483,-116.2724
83713,43.6327,-116.3243
83712,43.6046,-116.1296
83709,43.5431,-116.2897
83706,43.5961,-116.1906
83705,43.5606,-116.2208
83704,43.6333,-116.2858
83702,43.7039,-116.1744
83687,43.6025,-116.5327
83686,43.4932,-116.603
83661,44.0552,-116.7529
83647,43.5185,-115.3871
83646,43.6466,-116.4304
83642,43.5685,-116.394
83616,43.7888,-116.388
83606,43.6631,-116.6864
83605,43.6613,-116.6632
83544,46.644,-115.1709
83530,45.8574,-116.11
83501,46.1679,-116.8126
83442,43.6908,-111.8881
83440,43.7815,-111.6902
83406,43.4322,-111.9256
83404,43.4244,-112.0138
83402,43.5292,-112.2897
83353,43.7249,-114.2642
83340,43.78,-114.4805
83333,43.577,-114.3804
83330,43.0171,-114.7149
83325,42.5689,-114.2253
83301,42.3153,-114.5758
83221,43.3337,-112.5704
83211,42.8149,-112.9872
83204,42.7398,-112.6245
83203,43.0333,-112.4375
83118,43.0634,-110.7556
83002,43.48,-110.7617
83001,43.4832,-110.2294
82935,41.6323,-109.6996
82901,41.5003,-108.8859
82834,44.2198,-106.6511
82801,44.7779,-106.9672
82718,43.8673,-105.5454
82717,44.2911,-105.5017
82716,44.5597,-105.6928
82633,42.8952,-105.3745
82609,42.8072,-106.2087
82604,42.8255,-106.5093
82601,42.9881,-106.2735
82520,42.6601,-108.3075
82501,43.1003,-108.4006
82443,43.7695,-108.6019
82414,44.4045,-109.5125
82301,41.7587,-107.3361
82240,42.2094,-104.1572
82225,43.0548,-104.2913
82072,41.4268,-105.49
82070,41.3394,-105.9704
82009,41.3727,-104.8719
82007,41.0799,-104.7089
82003,41.1564,-104.7853
82001,41.0769,-105.0866
81657,39.6337,-106.438
81632,39.645,-106.5936
81621,39.381,-106.8692
81620,39.6314,-106.5217
81615,39.2131,-106.9372
81612,39.1911,-106.8169
81611,39.1539,-106.7652
81601,39.6079,-107.3009
81521,39.2064,-108.708
81506,39.1627,-108.518
81505,39.1753,-108.6153
81501,39.0672,-108.5428
81435,37.9325,-107.8169
81427,37.9896,-107.7006
81323,37.636,-108.2827
81303,37.1389,-107.9167
81301,37.4511,-107.8158
81230,38.5448,-107.0979
81224,38.8984,-106.9154
81212,38.4779,-105.4061
81149,38.2454,-106.6079
81147,37.2077,-106.9673
81140,37.2842,-106.1283
81132,37.7142,-106.3731
81101,37.4772,-105.8198
81082,37.2253,-104.3577
81077,38.0144,-103.6278
81073,37.4129,-102.6467
81071,38.4426,-102.2569
81067,37.964,-103.7842
81050,37.957,-103.5501
81008,38.4498,-104.6306
81007,38.3918,-104.7802
81004,38.0943,-104.6645
81001,38.3442,-104.518
80924,38.9691,-104.7224
80923,38.9259,-104.7171
80922,38.8948,-104.7015
80921,39.0309,-104.9625
80920,38.9566,-104.7631
80919,38.9297,-104.8742
80918,38.9116,-104.7786
80916,38.8099,-104.7138
80915,38.8465,-104.7153
80910,38.8042,-104.7735
80909,38.8509,-104.7753
80908,39.033,-104.6968
80907,38.8753,-104.8247
80906,38.7603,-104.8755
80905,38.8356,-104.8353
80904,38.8618,-104.8683
80903,38.8316,-104.814
80902,38.7387,-104.8008
80840,38.9909,-104.864
80831,39.0024,-104.4833
80813,38.7547,-105.1031
80810,38.8337,-102.4384
80807,39.366,-102.2383
80759,40.0715,-102.6619
80734,40.5197,-102.2536
80723,40.1686,-103.5334
80701,40.1406,-103.8395
80640,39.8845,-104.8843
80634,40.4088,-104.7929
80631,40.4363,-104.6365
80602,39.9559,-104.9131
80550,40.4732,-104.9059
80545,40.8266,-105.6542
80538,40.4984,-105.2656
80537,40.3561,-105.1405
80528,40.4981,-104.9966
80526,40.5167,-105.134
80525,40.5169,-105.0634
80524,40.6772,-105.0827
80523,40.5734,-105.0848
80521,40.5935,-105.1217
80517,40.3965,-105.6058
80516,40.0675,-104.9992
80504,40.1604,-104.9799
80503,40.1837,-105.1924
80502,40.1672,-105.1014
80501,40.1782,-105.0931
80487,40.6294,-106.8904
80443,39.5024,-106.1838
80439,39.6551,-105.4511
80435,39.5956,-105.9253
80424,39.4669,-106.0027
80422,39.7969,-105.4933
80421,39.387,-105.5735
80403,39.8454,-105.4374
80402,39.7167,-105.2425
80401,39.7139,-105.2525
80306,40.0337,-105.3605
80305,39.9713,-105.2407
80304,40.0508,-105.2781
80303,39.9675,-105.1984
80302,40.0494,-105.4061
80301,40.0504,-105.1958
80290,39.744,-104.987
80265,39.7479,-104.9948
80264,39.7427,-104.9862
80260,39.8743,-105.0062
80246,39.7066,-104.9312
80241,39.9306,-104.9549
80239,39.781,-104.8381
80238,39.7581,-104.8802
80237,39.6314,-104.8993
80236,39.6463,-105.0408
80235,39.6437,-105.1068
80234,39.9103,-105.0077
80233,39.8958,-104.9435
80231,39.682,-104.8919
80230,39.7223,-104.8894
80229,39.8441,-104.9583
80228,39.6875,-105.1585
80226,39.7039,-105.0907
80224,39.6875,-104.9129
80223,39.6879,-105.0017
80222,39.6639,-104.9267
80221,39.8147,-105.009
80220,39.7251,-104.9221
80219,39.6888,-105.0344
80218,39.7326,-104.9714
80217,39.7937,-104.9026
80216,39.7871,-104.9596
80215,39.7474,-105.1167
80214,39.7401,-105.0721
80211,39.7606,-105.0209
80210,39.6728,-104.9641
80209,39.7063,-104.9642
80208,39.6781,-104.9614
80207,39.7587,-104.9197
80206,39.73,-104.9529
80205,39.7577,-104.9681
80204,39.7364,-105.0207
80203,39.7336,-104.9827
80202,39.7528,-105.0005
80201,39.7518,-104.997
80138,39.5037,-104.6629
80134,39.4909,-104.7747
80132,39.0751,-104.9743
80130,39.5463,-104.9166
80129,39.5427,-105.0137
80128,39.5601,-105.0845
80127,39.5517,-105.1662
80126,39.537,-104.9623
80125,39.4872,-105.0112
80124,39.5263,-104.891
80123,39.6203,-105.0645
80122,39.5807,-104.9718
80121,39.6075,-104.9556
80120,39.5967,-105.0072
80113,39.6397,-104.9554
80112,39.5604,-104.8507
80111,39.6249,-104.8599
80110,39.6472,-105.0085
80109,39.3663,-104.8971
80108,39.4432,-104.854
80104,39.3164,-104.8095
80103,39.7927,-104.1228
80045,39.7457,-104.8396
80033,39.7723,-105.1024
80031,39.8781,-105.0391
80030,39.83,-105.0346
80027,39.9561,-105.1635
80026,40.0169,-105.1179
80023,39.9689,-105.0138
80022,39.8673,-104.8009
80021,39.8967,-105.1217
80020,39.9263,-105.0642
80017,39.7023,-104.7747
80016,39.619,-104.6696
80015,39.6282,-104.7762
80014,39.6589,-104.8381
80013,39.6581,-104.7693
80012,39.7009,-104.8392
80011,39.7426,-104.7817
80010,39.736,-104.8659
80006,39.8267,-105.0637
80004,39.8144,-105.1438
80003,39.8333,-105.0675
80002,39.7949,-105.1057
79968,31.7853,-106.4952
79936,31.7544,-106.2931
79935,31.7733,-106.3302
79930,31.8133,-106.4646
79927,31.657,-106.2837
79925,31.7958,-106.3675
79924,31.8864,-106.4191
79922,31.8014,-106.5308
79915,31.7456,-106.3743
79912,31.8563,-106.5345
79907,31.7124,-106.3316
79906,31.8099,-106.4317
79905,31.7623,-106.4209
79903,31.7875,-106.4394
79902,31.7803,-106.4952
79901,31.7613,-106.4799
79846,29.4497,-104.1889
79845,29.5427,-104.0842
79843,30.1838,-104.2442
79836,31.51,-106.108
79835,31.9418,-106.5471
79821,31.9706,-106.6021
79772,31.4733,-103.7769
79766,31.7321,-102.3536
79764,31.8782,-102.4816
79763,31.8059,-102.4849
79762,31.9236,-102.3406
79761,31.8514,-102.3515
79758,32.0001,-102.355
79756,31.4592,-103.1282
79745,31.8688,-103.3135
79735,30.7175,-102.6616
79731,31.4376,-102.541
79718,30.9793,-103.8083
79714,32.2889,-102.6379
79707,32.0057,-102.2052
79706,31.8692,-102.0834
79705,32.0465,-102.0563
79704,31.9985,-102.1024
79703,31.9868,-102.1325
79702,31.8692,-101.9227
79701,31.9892,-102.0729
79606,32.3498,-99.8226
79605,32.4251,-99.7669
79603,32.331,-99.9445
79602,32.3321,-99.6852
79601,32.6141,-99.6274
79562,32.2387,-99.9671
79556,32.4712,-100.3628
79553,32.94,-99.8476
79549,32.9006,-100.8562
79529,33.4547,-99.8489
79521,33.1039,-99.6547
79512,32.3296,-100.8673
79502,33.1793,-100.2816
79424,33.4616,-101.9397
79423,33.4545,-101.8508
79416,33.6143,-101.9659
79415,33.6866,-101.9003
79414,33.5483,-101.9213
79413,33.5546,-101.8878
79411,33.5687,-101.8573
79410,33.5703,-101.8914
79409,33.5815,-101.8857
79407,33.5833,-102.1394
79403,33.6589,-101.784
79401,33.5879,-101.8535
79382,33.4654,-102.0262
79373,33.1738,-101.8446
79360,32.7219,-102.6738
79355,33.1967,-102.8792
79347,34.1651,-102.8295
79336,33.6244,-102.4167
79331,32.6683,-101.947
79323,32.9581,-102.8987
79316,33.16,-102.3265
79241,34.1503,-101.4373
79229,33.6496,-100.73
79159,35.2349,-102.0348
79121,35.169,-101.9292
79110,35.1567,-101.8616
79106,35.2077,-101.8823
79102,35.2017,-101.8634
79079,35.1939,-100.2429
79073,34.1847,-101.7064
79072,34.101,-101.6828
79070,36.2578,-100.773
79065,35.54,-100.8129
79045,34.9654,-102.572
79029,35.8551,-101.9513
79018,35.7352,-102.2859
79016,34.9803,-101.9183
79008,35.6678,-101.3969
79007,35.6774,-101.425
79005,36.362,-100.4477
78957,30.0173,-97.1478
78945,29.9235,-96.865
78942,30.1803,-96.928
78934,29.6886,-96.5637
78886,29.1665,-99.2121
78870,29.3322,-99.6024
78861,29.3864,-99.096
78852,28.5682,-100.2576
78840,29.7635,-100.8629
78834,28.5031,-99.8707
78832,29.3529,-100.4109
78801,29.3527,-99.8852
78767,30.2708,-97.742
78759,30.3991,-97.7516
78758,30.3831,-97.71
78757,30.3546,-97.7309
78756,30.3205,-97.7391
78754,30.3671,-97.6512
78753,30.376,-97.6748
78752,30.335,-97.7059
78751,30.3101,-97.7318
78750,30.4132,-97.8078
78749,30.2053,-97.8635
78748,30.1724,-97.821
78746,30.2943,-97.8187
78745,30.2054,-97.7975
78744,30.1734,-97.7363
78741,30.2321,-97.713
78739,30.1724,-97.8861
78738,30.3097,-97.9998
78737,30.1726,-97.9604
78736,30.2541,-97.9507
78735,30.2682,-97.8673
78734,30.3811,-97.9499
78733,30.3225,-97.875
78732,30.3738,-97.8947
78731,30.3398,-97.7695
78730,30.3661,-97.8388
78729,30.4585,-97.7572
78728,30.46,-97.6944
78727,30.4287,-97.7196
78726,30.4263,-97.8438
78724,30.291,-97.6182
78723,30.3027,-97.6792
78722,30.2929,-97.7058
78719,30.1487,-97.6842
78717,30.4924,-97.7568
78714,30.2708,-97.7422
78709,30.2659,-97.8655
78708,30.302,-97.75
78705,30.2933,-97.7346
78704,30.2381,-97.7688
78703,30.2949,-97.7674
78702,30.2685,-97.7151
78701,30.2671,-97.7473
78682,30.5203,-97.6722
78681,30.5301,-97.7247
78680,30.5221,-97.7222
78676,30.0277,-98.1225
78669,30.4363,-98.112
78667,29.883,-97.9411
78666,29.87,-97.9601
78665,30.5373,-97.6263
78664,30.4993,-97.6631
78661,29.7322,-97.7533
78660,30.4423,-97.6082
78653,30.3438,-97.5509
78652,30.1323,-97.8289
78643,30.7102,-98.7174
78642,30.7123,-97.9314
78641,30.5403,-97.9317
78640,29.9889,-97.8335
78634,30.5548,-97.5432
78628,30.6473,-97.7589
78626,30.6648,-97.5796
78621,30.337,-97.3661
78620,30.2285,-98.1252
78617,30.1555,-97.6128
78613,30.4968,-97.829
78611,30.7967,-98.262
78605,30.7663,-98.0579
78602,30.1178,-97.3295
78599,26.1592,-97.9906
78596,26.1749,-97.9904
78586,26.0987,-97.6201
78582,26.5068,-98.6914
78580,26.4904,-97.734
78577,26.1554,-98.1903
78573,26.2836,-98.3053
78572,26.181,-98.3472
78570,26.1804,-97.9065
78566,26.1015,-97.4113
78560,26.2532,-98.499
78559,26.1403,-97.8272
78557,26.1114,-98.2446
78552,26.1929,-97.7573
78550,26.2458,-97.651
78539,26.2876,-98.1287
78537,26.1644,-98.0577
78526,25.9815,-97.4788
78523,26.0012,-97.5724
78522,26.0012,-97.5727
78521,25.9639,-97.2693
78520,25.9778,-97.5646
78504,26.2726,-98.2363
78503,26.1704,-98.2508
78501,26.2207,-98.2382
78469,27.7942,-97.4469
78467,27.6575,-97.4676
78418,27.6217,-97.3492
78416,27.7484,-97.438
78415,27.6654,-97.4869
78414,27.6618,-97.3574
78413,27.681,-97.4051
78412,27.7019,-97.3535
78411,27.7332,-97.3844
78410,27.8376,-97.5725
78409,27.8156,-97.5062
78408,27.7962,-97.4441
78405,27.7709,-97.4421
78404,27.7673,-97.4011
78402,27.8292,-97.3963
78401,27.7975,-97.402
78390,27.9703,-97.3502
78384,27.7712,-98.3715
78382,28.2222,-96.8736
78380,27.7615,-97.7053
78374,27.8911,-97.318
78363,27.4576,-97.8015
78362,27.8654,-97.2037
78359,27.9219,-97.2897
78357,27.9118,-98.688
78355,27.0742,-98.3872
78332,27.7054,-98.0654
78299,29.4237,-98.4881
78291,29.424,-98.4881
78288,29.5239,-98.6062
78270,29.5871,-98.4744
78266,29.6532,-98.331
78264,29.1821,-98.4926
78261,29.6995,-98.4162
78260,29.7114,-98.4806
78259,29.6389,-98.4127
78258,29.6507,-98.4844
78257,29.6744,-98.5789
78256,29.6298,-98.6324
78254,29.5592,-98.7845
78252,29.3339,-98.683
78251,29.4633,-98.6701
78250,29.5034,-98.6685
78249,29.5682,-98.6157
78248,29.5865,-98.5287
78247,29.583,-98.4181
78245,29.4057,-98.7339
78244,29.4758,-98.3546
78240,29.5179,-98.6154
78238,29.4721,-98.6184
78235,29.3468,-98.4418
78233,29.5555,-98.3626
78232,29.5848,-98.4767
78231,29.5713,-98.5345
78230,29.5418,-98.5549
78229,29.5066,-98.5691
78228,29.4586,-98.5713
78227,29.3955,-98.6514
78226,29.3782,-98.575
78224,29.3175,-98.5473
78223,29.3176,-98.3976
78221,29.2933,-98.4861
78219,29.4482,-98.405
78218,29.4876,-98.3974
78217,29.5492,-98.4206
78216,29.5358,-98.4788
78215,29.4382,-98.4823
78214,29.3523,-98.4781
78213,29.5224,-98.5177
78212,29.4619,-98.4898
78211,29.3477,-98.567
78210,29.3969,-98.4589
78209,29.4808,-98.4568
78207,29.4193,-98.5243
78205,29.4258,-98.4887
78204,29.4058,-98.5042
78201,29.4673,-98.524
78163,29.7638,-98.457
78155,29.5713,-97.932
78154,29.5915,-98.2949
78132,29.7638,-98.1902
78130,29.7031,-98.0761
78118,28.8898,-97.915
78109,29.4888,-98.2801
78102,28.4268,-97.7175
78064,28.9478,-98.4275
78061,28.8697,-99.08
78052,29.2024,-98.7662
78045,27.8798,-99.6513
78044,27.9043,-99.4432
78043,27.5319,-99.1084
78041,27.9022,-99.0991
78040,27.5054,-99.5036
78028,30.0452,-99.1166
78026,28.765,-98.5754
78016,29.1944,-98.9761
78014,28.3695,-99.0983
78009,29.3592,-98.8875
78006,29.8982,-98.6894
77995,29.1824,-97.087
77979,28.5993,-96.7618
77978,28.6794,-96.56
77964,29.375,-96.8321
77954,29.1168,-97.2853
77904,28.9252,-97.0465
77901,28.8012,-96.9805
77880,30.2679,-96.1426
77868,30.3694,-96.0123
77859,30.8351,-96.6359
77845,30.5667,-96.2924
77843,30.611,-96.3527
77841,30.6635,-96.3328
77840,30.6166,-96.3218
77836,30.5548,-96.6644
77833,30.1977,-96.4048
77807,30.6902,-96.4827
77803,30.6785,-96.3767
77802,30.6608,-96.3253
77801,30.6353,-96.3627
77707,30.047,-94.181
77706,30.105,-94.1636
77705,29.9047,-94.1713
77704,30.0717,-94.1
77702,30.0908,-94.1282
77701,30.0757,-94.1041
77665,29.8088,-94.4082
77657,30.2318,-94.1784
77656,30.4621,-94.1814
77642,29.9404,-93.9627
77640,29.757,-94.0635
77632,30.2222,-93.8075
77630,30.0556,-93.8753
77627,29.9851,-94.0021
77625,30.372,-94.3826
77624,30.6703,-94.2444
77614,30.2975,-93.7433
77598,29.5451,-95.1273
77590,29.4065,-94.9296
77587,29.6586,-95.2287
77586,29.5856,-95.0275
77584,29.5467,-95.3347
77583,29.4178,-95.4721
77581,29.543,-95.2501
77578,29.4769,-95.3554
77575,30.0925,-94.7339
77573,29.5072,-95.0475
77572,29.6656,-95.0192
77571,29.6913,-95.0624
77568,29.3721,-94.9854
77566,29.0386,-95.4776
77565,29.5298,-95.0194
77563,29.2897,-95.0298
77555,29.3092,-94.7819
77554,29.3328,-94.8015
77551,29.2762,-94.8296
77550,29.3063,-94.7886
77547,29.735,-95.2345
77546,29.5157,-95.188
77542,28.9539,-95.3594
77541,29.0324,-95.2889
77539,29.457,-95.0465
77536,29.6903,-95.1202
77535,30.0472,-94.9425
77532,29.9283,-95.0698
77531,29.0551,-95.3804
77530,29.7919,-95.111
77523,29.7721,-94.8476
77521,29.801,-94.9723
77520,29.734,-94.9799
77515,29.182,-95.4448
77514,29.672,-94.5255
77511,29.3442,-95.2651
77510,29.3414,-95.0855
77507,29.6203,-95.0643
77506,29.7184,-95.2071
77505,29.6441,-95.1435
77504,29.6467,-95.1896
77503,29.706,-95.1577
77502,29.683,-95.2009
77498,29.6394,-95.6498
77496,29.6248,-95.62
77494,29.7424,-95.8146
77493,29.8641,-95.8405
77489,29.6072,-95.5119
77488,29.2728,-96.086
77487,29.6348,-95.6352
77484,30.0901,-95.9217
77483,28.7423,-95.8946
77479,29.5543,-95.6299
77478,29.6125,-95.6167
77477,29.6282,-95.5697
77474,29.7785,-96.187
77471,29.5286,-95.8533
77469,29.5472,-95.7193
77459,29.5318,-95.5316
77450,29.7432,-95.7252
77449,29.831,-95.7382
77446,30.0931,-95.9875
77445,30.0594,-96.0672
77441,29.7009,-95.9018
77435,29.4809,-96.1546
77433,29.9568,-95.7313
77429,29.9839,-95.6646
77423,29.8306,-96.0036
77417,29.4562,-95.9769
77414,28.9454,-95.9296
77407,29.6578,-95.6981
77406,29.5819,-95.7606
77401,29.7094,-95.4602
77396,29.9429,-95.2606
77393,30.1249,-95.4257
77389,30.1292,-95.5256
77388,30.053,-95.4627
77387,30.1356,-95.4152
77386,30.0996,-95.3632
77385,30.1966,-95.4221
77384,30.2261,-95.4863
77382,30.2134,-95.5372
77381,30.177,-95.5097
77380,30.1403,-95.4729
77379,30.0323,-95.5293
77378,30.4569,-95.385
77377,30.0553,-95.6936
77375,30.0872,-95.5834
77373,30.0694,-95.3889
77372,30.2491,-95.1766
77371,30.4738,-94.9803
77365,30.1078,-95.2655
77362,30.1536,-95.6594
77357,30.1857,-95.1944
77355,30.1611,-95.7509
77354,30.2031,-95.645
77351,30.7261,-94.8681
77350,30.8178,-94.8703
77347,29.9986,-95.2619
77346,29.9827,-95.1813
77340,30.6428,-95.5571
77339,30.0534,-95.2214
77338,30.0042,-95.2543
77336,30.0684,-95.1033
77328,30.4079,-95.1764
77327,30.3432,-94.8881
77320,30.8113,-95.4864
77318,30.4329,-95.5465
77316,30.3052,-95.6918
77306,30.2685,-95.3052
77304,30.321,-95.5309
77303,30.3824,-95.3766
77302,30.2215,-95.3491
77301,30.3013,-95.4268
77289,29.6068,-95.1294
77277,29.7179,-95.4273
77268,30.0062,-95.4876
77263,29.7562,-95.3655
77257,29.7451,-95.4885
77254,29.6798,-95.4054
77242,29.7395,-95.5568
77235,29.6524,-95.4777
77224,29.77,-95.6137
77223,29.7215,-95.3177
77220,29.7726,-95.3139
77217,29.6991,-95.2583
77210,29.7574,-95.3653
77205,29.9562,-95.3401
77204,29.7248,-95.362
77099,29.6667,-95.5886
77098,29.738,-95.4159
77096,29.6748,-95.4776
77095,29.9201,-95.6567
77094,29.7599,-95.6663
77093,29.8642,-95.3405
77092,29.8322,-95.4788
77091,29.8549,-95.44
77090,30.0015,-95.4425
77089,29.5904,-95.2254
77088,29.8799,-95.4552
77087,29.6903,-95.3039
77086,29.9133,-95.4892
77084,29.8305,-95.6539
77083,29.696,-95.6514
77082,29.7238,-95.6396
77081,29.7045,-95.4833
77080,29.8187,-95.5231
77079,29.7771,-95.6052
77078,29.8471,-95.2455
77077,29.7536,-95.6118
77076,29.8642,-95.3844
77075,29.623,-95.2645
77074,29.6831,-95.514
77073,30.0022,-95.3985
77072,29.7053,-95.5859
77071,29.6491,-95.5226
77070,29.9828,-95.5786
77069,29.978,-95.5306
77068,30.0056,-95.4888
77067,29.9521,-95.4448
77066,29.9546,-95.5023
77065,29.9201,-95.606
77064,29.9178,-95.548
77063,29.7405,-95.5215
77062,29.5725,-95.1302
77061,29.6464,-95.2886
77060,29.9349,-95.3972
77059,29.6045,-95.1126
77058,29.5669,-95.0923
77057,29.7494,-95.4894
77056,29.7492,-95.4665
77055,29.8028,-95.4849
77054,29.6775,-95.4048
77053,29.5867,-95.4578
77052,29.7653,-95.3661
77051,29.6554,-95.3712
77049,29.8409,-95.1459
77048,29.6326,-95.3321
77047,29.6163,-95.387
77046,29.7329,-95.4334
77045,29.6436,-95.4254
77044,29.9082,-95.1777
77043,29.8217,-95.5773
77042,29.7438,-95.557
77041,29.8698,-95.5899
77040,29.8685,-95.5227
77039,29.9099,-95.3368
77038,29.9122,-95.4414
77037,29.9003,-95.3922
77036,29.6949,-95.5401
77035,29.6499,-95.483
77034,29.6126,-95.1828
77033,29.6741,-95.3381
77032,29.9699,-95.3517
77031,29.6568,-95.5452
77030,29.7074,-95.4012
77029,29.7619,-95.259
77028,29.8215,-95.2927
77027,29.7443,-95.4435
77026,29.7965,-95.3241
77025,29.6802,-95.4362
77024,29.7653,-95.526
77023,29.7205,-95.3104
77022,29.8316,-95.378
77021,29.6902,-95.3562
77020,29.7731,-95.3206
77019,29.7525,-95.4253
77018,29.8256,-95.4262
77017,29.6852,-95.2542
77016,29.8677,-95.2943
77015,29.7657,-95.1782
77014,29.9844,-95.4685
77013,29.7964,-95.2379
77012,29.722,-95.2679
77011,29.7427,-95.3069
77010,29.7556,-95.3621
77009,29.7903,-95.3676
77008,29.8005,-95.4183
77007,29.7701,-95.4053
77006,29.7356,-95.3929
77005,29.7164,-95.4223
77004,29.7272,-95.3629
77003,29.7485,-95.3463
77002,29.7495,-95.3689
77001,29.7576,-95.3652
76936,30.9018,-100.6824
76904,31.2764,-100.3282
76903,31.4687,-100.4361
76902,31.5704,-100.5212
76901,31.5426,-100.5612
76861,31.5766,-100.2036
76853,31.2482,-98.4078
76849,30.5,-99.77
76825,31.1453,-99.3733
76801,31.7418,-99.0522
76712,31.5246,-97.2964
76710,31.5367,-97.1932
76708,31.6216,-97.2266
76707,31.5568,-97.1549
76706,31.4811,-97.0904
76705,31.6284,-97.1114
76704,31.5796,-97.1306
76703,31.5517,-97.1384
76702,31.4651,-97.2482
76701,31.5473,-97.1429
76667,31.6631,-96.4843
76661,31.3032,-96.8568
76645,31.996,-97.1339
76574,30.5843,-97.4004
76571,30.9329,-97.5861
76567,30.6452,-97.0184
76549,31.0279,-97.8186
76548,31.0513,-97.6541
76542,31.0056,-97.7034
76537,30.8137,-97.579
76531,31.7163,-98.1892
76528,31.4373,-97.7871
76522,31.2022,-97.9513
76520,30.8475,-96.9086
76513,31.042,-97.5326
76508,31.093,-97.3634
76504,31.1302,-97.3593
76503,31.0966,-97.3459
76502,31.1091,-97.4125
76501,31.0697,-97.2296
76470,32.4864,-98.6505
76450,33.0778,-98.5828
76446,32.0904,-98.3272
76444,32.1281,-98.5852
76442,31.8906,-98.5758
76437,32.3899,-99.0409
76433,32.2958,-98.0202
76426,33.1547,-97.8456
76402,32.2206,-98.2019
76384,34.1575,-99.3116
76380,33.616,-99.3107
76365,33.7213,-98.2275
76310,33.7984,-98.4999
76308,33.8484,-98.5388
76307,33.9136,-98.4931
76306,33.952,-98.5162
76302,33.8661,-98.4889
76301,33.8989,-98.4789
76262,33.0203,-97.2163
76250,33.6276,-97.2388
76248,32.9254,-97.2237
76247,33.0758,-97.3168
76244,32.932,-97.2893
76240,33.6993,-97.1533
76239,33.5261,-97.5662
76234,33.2714,-97.5356
76226,33.1105,-97.1523
76210,33.1439,-97.0933
76209,33.2337,-97.1109
76208,33.2117,-97.0594
76207,33.2394,-97.1726
76206,33.2566,-97.1535
76204,33.2566,-97.1536
76203,33.2567,-97.1535
76201,33.2205,-97.1489
76185,32.8648,-97.2151
76181,32.8617,-97.2139
76180,32.8766,-97.2119
76179,32.9084,-97.4496
76177,32.953,-97.3139
76164,32.783,-97.3499
76155,32.8409,-97.0485
76148,32.8743,-97.2501
76140,32.6179,-97.2721
76137,32.8492,-97.2896
76135,32.8329,-97.4731
76133,32.6564,-97.3784
76132,32.671,-97.4113
76131,32.8817,-97.3498
76129,32.7012,-97.3854
76124,32.7587,-97.2031
76123,32.6136,-97.3935
76120,32.7615,-97.1816
76119,32.6951,-97.2599
76118,32.7998,-97.2264
76117,32.8056,-97.2693
76116,32.724,-97.4635
76115,32.6817,-97.3321
76112,32.7505,-97.2135
76111,32.7858,-97.3048
76109,32.6994,-97.3861
76108,32.7831,-97.5205
76107,32.7398,-97.3878
76106,32.8007,-97.355
76104,32.7229,-97.3094
76102,32.758,-97.3266
76101,32.7583,-97.328
76095,32.8439,-97.1428
76092,32.952,-97.1452
76088,32.851,-97.8934
76086,32.7518,-97.7792
76078,33.1092,-97.4424
76067,32.7937,-98.1393
76065,32.4707,-96.9926
76063,32.5679,-97.1329
76058,32.4669,-97.4188
76055,32.1548,-97.147
76054,32.8639,-97.1793
76053,32.8151,-97.1809
76051,32.9196,-97.0762
76049,32.4676,-97.6896
76048,32.4263,-97.8229
76040,32.8095,-97.0978
76039,32.8546,-97.0814
76036,32.5841,-97.4065
76035,32.5441,-97.5735
76034,32.8989,-97.1557
76033,32.2842,-97.5029
76028,32.5308,-97.2861
76022,32.8335,-97.1442
76021,32.8548,-97.1335
76020,32.9023,-97.5477
76019,32.7202,-97.1563
76018,32.663,-97.089
76017,32.6639,-97.1693
76016,32.6902,-97.1873
76015,32.6918,-97.1321
76014,32.6937,-97.0889
76013,32.7236,-97.163
76012,32.7679,-97.1319
76011,32.756,-97.0766
76010,32.7253,-97.0805
76009,32.4316,-97.2077
76008,32.6668,-97.6436
76006,32.7804,-97.0875
76001,32.6294,-97.1545
75979,30.7865,-94.3759
75978,31.5031,-94.5264
75972,31.4945,-94.0898
75966,30.8076,-93.7167
75965,31.7302,-94.6413
75964,31.6398,-94.7328
75962,31.6167,-94.5827
75961,31.5538,-94.5412
75951,30.9284,-94.0356
75941,31.1759,-94.7608
75935,31.7535,-94.2607
75931,31.0925,-94.008
75901,31.2697,-94.6767
75862,30.9631,-95.3389
75840,31.8023,-96.115
75835,31.2829,-95.5014
75833,31.2649,-95.8816
75801,31.7336,-95.5285
75799,32.3233,-95.3089
